VP,Broj,Datum,Opis,Artikal,Kolicina,Nabavna vrednost,Prodajna vrednost,Prodajna cena,U skladiste,ID prometa u zalihama,Marza,SKU
P S,1,2025-01-28,FS241212,AF-SMP - Rep smede plava afro(AF-SMP),20,22210.58,89000,3708.33,Skladište Slanje Paketa,17473198,66789.42,AF-SMP
P S,1,2025-01-28,FS241212,RR-SMP - Rep smede plava ravna(RR-SMP),20,19249.17,89000,3708.33,Skladište Slanje Paketa,17473198,69750.83,RR-SMP
P S,1,2025-01-28,FS241212,AF-K16 - Rep tamno plava afro(AF-K16),30,33315.88,133500,3708.33,Skladište Slanje Paketa,17473198,100184.12,AF-K16
P S,1,2025-01-28,FS241212,EKS-4 - Ekstenzije tamno smeda ravna(EKS-4),60,62189.67,267000,3708.33,Skladište Slanje Paketa,17473198,204810.33000000002,EKS-4
P S,1,2025-01-28,FS241212,EKS-NAT - Ekstenzije Natural Plave(EKS-NAT),40,41459.76,178000,3708.33,Skladište Slanje Paketa,17473198,136540.24,EKS-NAT
P S,1,2025-01-28,FS241212,OPK-NTP - Rep Natural plava OPK(OPK-NTP),20,22210.58,89000,3708.33,Skladište Slanje Paketa,17473198,66789.42,OPK-NTP
P S,1,2025-01-28,FS241212,DR-SMPLV - Rep smede plava 90cm(DR-SMPLV),15,17768.47,71250,3958.33,Skladište Slanje Paketa,17473198,53481.53,DR-SMPLV
P S,1,2025-01-28,FS241212,Rep smeda ombre afro(AF-SMO),10,11105.29,44500,3708.33,Skladište Slanje Paketa,17473198,33394.71,AF-SMO
P S,1,2025-01-28,FS241212,RR-350 - Rep crvena ravna(RR-350),10,9624.59,44500,3708.33,Skladište Slanje Paketa,17473198,34875.41,RR-350
P S,1,2025-01-28,FS241212,AF-10 - Rep svetlo smeda afro(AF-10),10,11105.29,44500,3708.33,Skladište Slanje Paketa,17473198,33394.71,AF-10
P S,1,2025-01-28,FS241212,OPK-SMP - Rep smede plava ombre OPK(OPK-SMP),15,16657.94,66750,3708.33,Skladište Slanje Paketa,17473198,50092.06,OPK-SMP
P S,1,2025-01-28,FS241212,Rep Mahagoni afro(AF-MHG),10,11105.29,44500,3708.33,Skladište Slanje Paketa,17473198,33394.71,AF-MHG
P S,1,2025-01-28,FS241212,Ekstenzije smeda ravna(EKS-6),60,62189.64,267000,3708.33,Skladište Slanje Paketa,17473198,204810.36,EKS-6
P S,1,2025-01-28,FS241212,Rep smedi ravni(RR-6),50,48122.93,222500,3708.33,Skladište Slanje Paketa,17473198,174377.07,RR-6
P S,1,2025-01-28,FS241212,Stari OPK-6(OPK-6stari),20,22210.58,89000,3708.33,Skladište Slanje Paketa,17473198,66789.42,OPK-6stari
P S,1,2025-01-28,FS241212,Najtamnija smeda OPK(OPK-2),20,22210.58,89000,3708.33,Skladište Slanje Paketa,17473198,66789.42,OPK-2
P S,1,2025-01-28,FS241212,DR-4 - Dugi tamnosmedi(DR-4),30,35536.94,142500,3958.33,Skladište Slanje Paketa,17473198,106963.06,DR-4
P S,1,2025-01-28,FS241212,Ekstenzije platinum pl. ombre(EKS-PLO),15,15547.41,66750,3708.33,Skladište Slanje Paketa,17473198,51202.59,EKS-PLO
P S,1,2025-01-28,FS241212,EKS-10 - Ekstenzije svetlo smeda(EKS-10),20,20729.88,89000,3708.33,Skladište Slanje Paketa,17473198,68270.12,EKS-10
P S,1,2025-01-28,FS241212,Svetlo plavi kratki opk(KRO-613	),20,20729.88,79800,3325.0,Skladište Slanje Paketa,17473198,59070.119999999995,Svetlo plavi kratki opk(KRO-613	)
P S,1,2025-01-28,FS241212,Tamno plavi kratki opk(KRO-k16	),30,31094.82,119700,3325.0,Skladište Slanje Paketa,17473198,88605.18,Tamno plavi kratki opk(KRO-k16	)
P S,1,2025-01-28,FS241212,Smedi kratki opk(KRO-6	),20,20729.88,79800,3325.0,Skladište Slanje Paketa,17473198,59070.119999999995,Smedi kratki opk(KRO-6	)
P S,1,2025-01-28,FS241212,Najtamniji smedi kratki opk(KRO-2	),20,20729.88,79800,3325.0,Skladište Slanje Paketa,17473198,59070.119999999995,Najtamniji smedi kratki opk(KRO-2	)
P S,1,2025-01-28,FS241212,Tamno smedi kratki opk(KRO-4	),20,20729.88,79800,3325.0,Skladište Slanje Paketa,17473198,59070.119999999995,Tamno smedi kratki opk(KRO-4	)
P S,1,2025-01-28,FS241212,Crni kratki opk(KRO-1B	),20,20729.88,79800,3325.0,Skladište Slanje Paketa,17473198,59070.119999999995,Crni kratki opk(KRO-1B	)
P S,1,2025-01-28,FS241212,Smede plavi kratki(KRR-SMPLV	),10,8884.23,39900,3325.0,Skladište Slanje Paketa,17473198,31015.77,Smede plavi kratki(KRR-SMPLV	)
P S,1,2025-01-28,FS241212,Tamno plavi kratki(KRR-k16	),15,13326.35,59850,3325.0,Skladište Slanje Paketa,17473198,46523.65,Tamno plavi kratki(KRR-k16	)
P S,1,2025-01-28,FS241212,Mahagoni kratki(KRR-MHG	),10,8884.23,39900,3325.0,Skladište Slanje Paketa,17473198,31015.77,Mahagoni kratki(KRR-MHG	)
P S,1,2025-01-28,FS241212,Smedi ombre kratki(KRR-SMO	),10,8884.23,39900,3325.0,Skladište Slanje Paketa,17473198,31015.77,Smedi ombre kratki(KRR-SMO	)
P S,1,2025-01-28,FS241212,Najtamnija smeda kratki(KRR-2	),15,13326.35,59850,3325.0,Skladište Slanje Paketa,17473198,46523.65,Najtamnija smeda kratki(KRR-2	)
P S,1,2025-01-28,FS241212,Tamno smeda kratki(KRR-4	),15,13326.35,59850,3325.0,Skladište Slanje Paketa,17473198,46523.65,Tamno smeda kratki(KRR-4	)
P S,1,2025-01-28,FS241212,Najtamnija smeda(RR-2	),30,28873.76,133500,3708.33,Skladište Slanje Paketa,17473198,104626.24,Najtamnija smeda(RR-2	)
P S,1,2025-01-28,FS241212,Crni kratki rep(KRR-1B	),10,8884.23,39900,3325.0,Skladište Slanje Paketa,17473198,31015.77,Crni kratki rep(KRR-1B	)
P S,1,2025-01-28,FS241212,Najtamnija smeda afro(AF-2	),20,22210.58,89000,3708.33,Skladište Slanje Paketa,17473198,66789.42,Najtamnija smeda afro(AF-2	)
P S,1,2025-01-28,FS241212,Karamel ravni(RR-KAR	),10,9624.59,44500,3708.33,Skladište Slanje Paketa,17473198,34875.41,Karamel ravni(RR-KAR	)
P S,1,2025-01-28,FS241212,Srednje plavi(RR-SRP	),40,38498.35,178000,3708.33,Skladište Slanje Paketa,17473198,139501.65,Srednje plavi(RR-SRP	)
P S,1,2025-01-28,FS241212,Smede plavi kratki opk(KRO-SMPLV	),20,20729.88,79800,3325.0,Skladište Slanje Paketa,17473198,59070.119999999995,Smede plavi kratki opk(KRO-SMPLV	)
P S,1,2025-01-28,FS241212,Platinum ombre kratki opk(KRO-PP	),30,31094.82,119700,3325.0,Skladište Slanje Paketa,17473198,88605.18,Platinum ombre kratki opk(KRO-PP	)
P S,1,2025-01-28,FS241212,Mahagoni kratki opk(KRO-MHG	),10,10364.94,39900,3325.0,Skladište Slanje Paketa,17473198,29535.059999999998,Mahagoni kratki opk(KRO-MHG	)
P S,1,2025-01-28,FS241212,Smedi ombre kratki opk(KRO-SMO	),20,20729.88,79800,3325.0,Skladište Slanje Paketa,17473198,59070.119999999995,Smedi ombre kratki opk(KRO-SMO	)
P S,1,2025-01-28,FS241212,EKS-SRP - Ekstenzije srednje plava ravna(EKS-SRP),40,41459.76,178000,3708.33,Skladište Slanje Paketa,17473198,136540.24,EKS-SRP
P S,1,2025-01-28,FS241212,Ekstenzije smede plava ravna(EKS-SMPLV	),15,15547.41,66750,3708.33,Skladište Slanje Paketa,17473198,51202.59,Ekstenzije smede plava ravna(EKS-SMPLV	)
P S,1,2025-01-28,FS241212,AF-613/K16(AF-613/K16),20,22210.58,89000,3708.33,Skladište Slanje Paketa,17473198,66789.42,AF-613/K16(AF-613/K16)
P S,1,2025-01-28,FS241212,Arijana svetlo plavi(AR-613),20,17768.47,79800,3325.0,Skladište Slanje Paketa,17473198,62031.53,AR-613
P S,1,2025-01-28,FS241212,RR-613/K16(RR-613/K16),20,19249.17,89000,3708.33,Skladište Slanje Paketa,17473198,69750.83,RR-613/K16(RR-613/K16)
P S,1,2025-01-28,FS241212,Ariana najtamnija smeda(AR-2),25,22210.58,99750,3325.0,Skladište Slanje Paketa,17473198,77539.42,AR-2
P S,1,2025-01-28,FS241212,Ariana platinum ombre(AR-PLO),25,22210.58,99750,3325.0,Skladište Slanje Paketa,17473198,77539.42,AR-PLO
P S,1,2025-01-28,FS241212,Ariana tamno smedi(AR-4),25,22210.58,99750,3325.0,Skladište Slanje Paketa,17473198,77539.42,AR-4
P S,1,2025-01-28,FS241212,Ariana tamno plavi(AR-K16),25,22210.58,99750,3325.0,Skladište Slanje Paketa,17473198,77539.42,AR-K16
